-1.692497972572351017e-01,-7.749132218903756475e-02,2.672192849814018500e-01
-2.078163500336450142e-01,8.463576149380784563e-02,1.811087841381898711e-01
5.200658978708822997e-12,1.923113429145366192e-12,-7.800638659534848113e-12
1.436035824885425853e-02,1.077957616204231889e-01,-1.040065133031505828e-01
-5.467711144279493346e-16,-6.373065269171798308e-17,7.076876328523728266e-16
8.497787279686561113e-02,1.951554972908972618e-01,-2.597890691116411244e-01
9.610395922518931563e-04,3.740082085256639139e-04,-1.454579732412109591e-03
-3.512947722938833421e-17,1.467016478097146274e-16,-7.699998172550230147e-17
8.497787279686561113e-02,1.951554972908972618e-01,-2.597890691116411244e-01
5.982153774858330042e-12,1.076178088269401028e-12,-8.050301470816039058e-12
8.497787279686561113e-02,1.951554972908972618e-01,-2.597890691116411244e-01
8.497787279686561113e-02,1.951554972908972618e-01,-2.597890691116411244e-01
-3.436015683804311688e-02,-1.571366866021977823e-02,5.420400945344125421e-02
-3.869103134464541710e-02,-1.790841547091443636e-02,6.199961792133701355e-02
-2.259416373899958974e-01,3.378199088056876853e-01,-1.825506229936896740e-03
1.900128386710041861e-01,-8.649950734730067758e-02,-1.569120134990134585e-01
-3.612407923980414873e-16,-4.580156164325433093e-17,4.705567151811980940e-16
-5.096742480568111633e-02,-2.431893547085257554e-02,8.117508375430509959e-02
-2.502352318167869183e-02,2.313720330755910520e-02,1.137402478066158219e-02
-2.106427596997262341e-01,-4.973149009980335628e-03,2.570675598833223607e-01
7.384681498901544567e-16,-4.139497445409834693e-17,-8.522540492807668717e-16
-6.894198219290005591e-02,-3.819673454765952752e-03,8.594119932989997823e-02
2.538708473270582868e-16,-1.171821624766601136e-16,-2.093632431536022937e-16
-1.842397850236411269e-02,-1.194963208793858780e-03,2.309468181296260927e-02
-1.981923018566670303e-01,5.611754966735809508e-02,1.926116652281890662e-01
-1.981923018566670303e-01,5.611754966735809508e-02,1.926116652281890662e-01
1.976826189035692246e-05,5.241499175239924407e-06,-2.797046850019360440e-05
-1.585868574987981672e-01,-1.050730268323455535e-01,2.762123690709236135e-01
2.663802796496386063e-12,-5.418833275331821722e-13,-2.755355426804870402e-12
2.445922935083604845e-03,3.862284447216502012e-04,-3.227504881934066972e-03
2.445922935083604845e-03,3.862284447216502012e-04,-3.227504881934066972e-03
-2.212389023914376474e-01,3.133878329914448480e-01,1.231370551466821894e-02
1.657601337724451800e-05,4.395083438665640759e-06,-2.345369879246218212e-05
1.738684265885197949e-02,1.128386638029266059e-01,-1.117258466734310784e-01
2.663802796496386063e-12,-5.418833275331821722e-13,-2.755355426804870402e-12
-1.981923018566670303e-01,5.611754966735809508e-02,1.926116652281890662e-01
-2.331582455651873623e-02,-3.011108876606253919e-03,3.044969550501882422e-02
3.095355314062189431e-02,9.850237967841916908e-02,-1.164983606528465221e-01
-1.339181302246828242e-01,5.210379613933415616e-02,1.187964266234004806e-01
6.421419993272403648e-02,2.039445918620387543e-01,-2.408508533084372238e-01
-4.197975035196567506e-02,-1.641146423545082958e-02,6.421036142239017197e-02
-1.981923018566670303e-01,5.611754966735809508e-02,1.926116652281890662e-01
-7.655166967759634289e-03,-6.439539912300870032e-04,9.716418005567904748e-03
-1.372814814821881028e-05,-3.248051029929208694e-06,1.910776407262852676e-05
3.376738652057296401e-03,8.171269242085025739e-03,-1.057418946333229387e-02
-1.196546752799619306e-01,-6.201020420382623473e-03,1.488198042247844965e-01
-1.913457586978817015e-01,-2.049647586231220613e-03,2.315165217268725928e-01
-1.339181302246828242e-01,5.210379613933415616e-02,1.187964266234004806e-01
-1.981923018566670303e-01,5.611754966735809508e-02,1.926116652281890662e-01
-1.363226252406696259e-01,-4.981106844254543781e-02,2.044170136234724211e-01
-1.363226252406696259e-01,-4.981106844254543781e-02,2.044170136234724211e-01
-3.949896112001935470e-16,6.079481465730227504e-17,4.244659570257949144e-16
1.147932210300993232e-02,4.211816228772636422e-03,-1.710627138738564368e-02
-2.088540308251750788e-03,-4.193228339610302461e-04,2.851272046015702714e-03
-1.368723329707291925e-03,-1.240265859831892695e-03,2.949582557718764039e-03
-1.074385389704253763e-12,-3.209476466738273580e-13,1.549734187002153084e-12
-2.644508889451143349e-10,6.592919264290864162e-11,2.637008225659269389e-10
-2.401774363135989951e-02,-6.006282423539024105e-03,3.379158261815170400e-02
-1.074385389704253763e-12,-3.209476466738273580e-13,1.549734187002153084e-12
