1.539149393801244603e-01,-5.362813109903339509e-02,2.260280372342795413e-02
-1.497535317363961893e-01,2.576128506256713038e-02,1.483833016389140558e-01
9.946747613323030091e-02,-7.159075690181736229e-02,7.404098969453268286e-02
-1.376903788608154801e-02,-9.667598382357015310e-03,1.271312901260178985e-01
-4.816814426004135605e-03,3.125386870831806801e-03,2.831740100936263813e-03
-8.303551686073108729e-02,1.586843965797679265e-02,1.213389429719840679e-01
-9.177504077578627073e-02,4.600521343547080144e-02,1.691880954018837591e-01
-4.220275956753732904e-02,8.360688485120501556e-02,3.376433666183530080e-02
-7.233152853881792688e-02,2.126151577684544380e-02,2.006501559776528443e-01
2.255230966978354068e-01,-6.741420143734323800e-02,2.264536151603708802e-01
-8.776348238028512661e-02,7.667238336220699550e-03,1.636598051038936630e-01
-2.920364928790148973e-01,9.531797128654682927e-02,2.512969192655363226e-01
5.205974093197105607e-02,-4.342509135512329782e-02,1.445252844214027221e-01
9.830197967752950239e-02,-2.588547731280738118e-02,2.927756092310342950e-01
-9.382468474987682577e-03,7.684885855806980470e-02,-3.733031700912838122e-03
1.876845585667013053e-02,2.451812455196343207e-02,7.087706034597364424e-02
1.509229560064538319e-03,-4.576279176644402341e-02,1.260234875713050762e-01
-6.675050441277206870e-02,1.297918165836944859e-01,3.990955163185345295e-02
5.140982785136779393e-02,-1.061203415191605201e-03,1.193886742096814946e-01
5.686650234827389516e-02,5.770798846271438798e-01,-5.549611282383775102e-01
1.159528070067648575e-01,2.667117257941921740e-02,1.444493966023187304e-01
-2.337499177797520283e-02,4.995659798964283832e-02,8.998310956375440983e-02
-1.067818060645981670e-01,2.179780997219300798e-01,1.026183604225086310e-01
2.130607046831073728e-02,-1.729990680871458172e-02,3.488872135849691719e-02
1.067463352897912894e-02,4.023328218780673760e-03,-8.609599767912064563e-03
-8.244711486553014945e-02,1.799104226095611658e-01,3.456821163075129294e-02
2.648862056461844805e-01,-8.955955393485298677e-02,6.975200312628702937e-02
-9.362228631467800488e-02,1.716044954043039472e-01,5.335792103421451577e-02
1.323682738888620584e-02,8.756646990681746234e-02,-2.883809826371469889e-02
-1.403443958563548553e-02,8.848100169554516670e-02,-2.701535076952433709e-02
-2.832004140145027646e-02,4.847951450827585329e-02,2.497644130321084732e-02
1.991301083635938218e-01,7.002859377861644918e-02,5.370916525774737521e-02
-9.382468474987682577e-03,7.684885855806980470e-02,-3.733031700912838122e-03
3.265460936900314165e-02,1.351971873099097610e-01,1.739334468803864844e-02
-2.742465223554334253e-02,1.803543196245778815e-02,6.635920378294804522e-02
1.728944352983480259e-01,6.689288639034120243e-02,9.582932985486710201e-03
-1.321952332483031754e-02,-7.042615908664217987e-03,1.226543813764166130e-01
-1.360174933900928831e-03,-1.506173823622122951e-03,2.842195520516914778e-03
8.234206196031450264e-02,1.579426957720394750e-02,-1.273957750005074406e-02
1.903047621149387206e-02,-2.380334710905700549e-02,3.394745467717535242e-02
2.198542083194883201e-01,-1.476547587003216033e-01,3.137172050716348637e-01
6.283153174880927135e-17,-4.179909536006408533e-18,-6.783075767336671272e-17
2.929519878403173960e-01,2.267552838184149211e-01,3.197640729531641690e-01
3.443684088974339336e-02,2.820687554041266878e-02,9.169681603992375918e-02
7.723609832160008293e-02,1.631535753863182503e-01,-2.990425149281834491e-02
3.772499319881288948e-01,-2.314142913807255564e-01,2.764437039555833753e-01
-8.191690906378402970e-02,5.939268363397508417e-03,3.413799303058576706e-01
-2.718902238716865497e-02,1.977521641485040574e-02,7.238761661712103668e-02
1.637853468775231358e-01,-5.212778526438074933e-02,2.799477636514176304e-02
-5.541088068788935228e-02,-1.466263778324672015e-02,1.647857668406056131e-01
8.921665043124485384e-02,-3.773925508089629594e-02,-2.621342540249374346e-03
